1,BREAKER CAJA MOLDEADA CVS100F REGULABLE 11.2-16A,U,184.17,211.80,0,CATALOGO
2,BREAKER CAJA MOLDEADA CVS100F REGULABLE 17.5-25A,U,158.57,182.36,0,CATALOGO
3,BREAKER CAJA MOLDEADA CVS100F REGULABLE 22.4-32A,U,176.99,203.54,0,CATALOGO
4,BREAKER CAJA MOLDEADA CVS100F REGULABLE 28-40A,U,145.28,167.07,0,CATALOGO
5,BREAKER CAJA MOLDEADA CVS100F REGULABLE 35-50A,U,158.57,182.36,0,CATALOGO
6,BREAKER CAJA MOLDEADA CVS100F REGULABLE 44.1-63A,U,153.42,176.43,0,CATALOGO
7,BREAKER CAJA MOLDEADA CVS100F REGULABLE 56-80A,U,153.53,176.56,0,CATALOGO
8,BREAKER CAJA MOLDEADA CVS100F REGULABLE 70-100A,U,153.53,176.56,0,CATALOGO
9,BREAKER CAJA MOLDEADA CVS160F REGULABLE 70-100A,U,194.25,223.39,0,CATALOGO
10,BREAKER CAJA MOLDEADA CVS160F REGULABLE 87.5-125A,U,194.25,223.39,0,CATALOGO
11,BREAKER CAJA MOLDEADA CVS160F REGULABLE 112-160A,U,246.63,283.62,0,CATALOGO
12,BREAKER CAJA MOLDEADA CVS250F REGULABLE 112-160A,U,316.38,363.84,0,CATALOGO
13,BREAKER CAJA MOLDEADA CVS250F REGULABLE 140-200A,U,349.48,401.90,0,CATALOGO
14,BREAKER CAJA MOLDEADA CVS250F REGULABLE 175-250A,U,349.48,401.90,0,CATALOGO
15,BREAKER RIEL DIN EASY9 1 POLO 6A,U,4.64,5.34,0,CATALOGO
16,BREAKER RIEL DIN EASY9 1 POLO 10A,U,4.64,5.34,0,CATALOGO
17,BREAKER RIEL DIN EASY9 1 POLO 16A,U,4.64,5.34,0,CATALOGO
18,BREAKER RIEL DIN EASY9 1 POLO 20A,U,4.64,5.34,0,CATALOGO
19,BREAKER RIEL DIN EASY9 1 POLO 25A,U,4.64,5.34,0,CATALOGO
20,BREAKER RIEL DIN EASY9 1 POLO 32A,U,4.64,5.34,0,CATALOGO
21,BREAKER RIEL DIN EASY9 1 POLO 40A,U,5.06,5.82,0,CATALOGO
22,BREAKER RIEL DIN EASY9 1 POLO 50A,U,5.06,5.82,0,CATALOGO
23,BREAKER RIEL DIN EASY9 1 POLO 63A,U,5.06,5.82,0,CATALOGO
24,BREAKER RIEL DIN EASY9 2 POLOS 6A,U,9.91,11.40,0,CATALOGO
25,BREAKER RIEL DIN EASY9 2 POLOS 10A,U,9.91,11.40,0,CATALOGO
26,BREAKER RIEL DIN EASY9 2 POLOS 16A,U,9.91,11.40,0,CATALOGO
27,BREAKER RIEL DIN EASY9 2 POLOS 20A,U,9.91,11.40,0,CATALOGO
28,BREAKER RIEL DIN EASY9 2 POLOS 25A,U,9.91,11.40,0,CATALOGO
29,BREAKER RIEL DIN EASY9 2 POLOS 32A,U,9.91,11.40,0,CATALOGO
30,BREAKER RIEL DIN EASY9 2 POLOS 40A,U,10.88,12.51,0,CATALOGO
31,BREAKER RIEL DIN EASY9 2 POLOS 50A,U,10.88,12.51,0,CATALOGO
32,BREAKER RIEL DIN EASY9 2 POLOS 63A,U,10.88,12.51,0,CATALOGO
33,BREAKER RIEL DIN EASY9 3 POLOS 6A,U,15.30,17.60,0,CATALOGO
34,BREAKER RIEL DIN EASY9 3 POLOS 10A,U,15.30,17.60,0,CATALOGO
35,BREAKER RIEL DIN EASY9 3 POLOS 16A,U,15.30,17.60,0,CATALOGO
36,BREAKER RIEL DIN EASY9 3 POLOS 20A,U,15.30,17.60,0,CATALOGO
37,BREAKER RIEL DIN EASY9 3 POLOS 25A,U,15.30,17.60,0,CATALOGO
38,BREAKER RIEL DIN EASY9 3 POLOS 32A,U,15.30,17.60,0,CATALOGO
39,BREAKER RIEL DIN EASY9 3 POLOS 40A,U,15.30,17.60,0,CATALOGO
40,BREAKER RIEL DIN EASY9 3 POLOS 50A,U,16.70,19.21,0,CATALOGO
41,BREAKER RIEL DIN EASY9 3 POLOS 63A,U,16.70,19.21,0,CATALOGO
42,INVERSOR MONOFASICO 15KW HIBRIDO,U,0.00,0.00,0,COTIZACION
43,CONECTOR MC4 PARA CABLES CALIBRE,U,4.20,,0,CATALOGO
44,PARALELO MC4 PARA CABLES CALIBRE 6MM2 (PAR),U,12.91,14.46,0,CATALOGO
45,FUSIBLE SOLAR PV 1000V DC 2A (10X38) SRD-30,U,3.80,4.26,0,CATALOGO
46,FUSIBLE SOLAR PV 1000V DC 6A (10X38) SRD-30,U,3.80,4.26,0,CATALOGO
47,FUSIBLE SOLAR PV DC 12A (10X38),U,3.80,4.26,0,CATALOGO
48,FUSIBLE SOLAR PV DC 16A (10X38),U,3.80,4.26,0,CATALOGO
49,FUSIBLE SOLAR PV DC 20A (10X38),U,3.80,4.26,0,CATALOGO
50,BREAKER CAJA MOLDEADA FIJO EZC100H 2 POLOS 20A,U,66.64,74.64,0,CATALOGO
51,INTERRUPTOR SIMPLE 10A 125/250V BL VETO,U,2.14,2.40,0,INVENTARIO
52,INTERRUPTOR SIMPLE SOBREP. 10A 125/250V BL VETO CLICK,U,1.21,1.35,0,INVENTARIO
53,INTERRUPTOR DOBLE 10A 125/250V BL VETO,U,3.53,3.95,0,INVENTARIO
54,INTERRUPTOR TRIPLE 10A 125/250V BL VETO,U,4.64,5.20,0,INVENTARIO
55,INTERRUPTOR 3P 32AMP 2 POS. CAMSCO,U,35.00,39.20,0,INVENTARIO
56,INTERRUPTOR 3P 63AMP 3 POS. CAMSCO,U,37.05,41.50,0,INVENTARIO
57,BREAKER CAJA MOLDEADA FIJO EZC100H 2 POLOS 30A,U,66.64,74.64,0,CATALOGO
58,INTERRUPTOR 2POSC. 4PINES 15A CAMSCO,U,2.46,2.75,0,INVENTARIO
59,INTERRUPTOR 3POSC. 6PINES 15A CAMSCO,U,3.35,,0,INVENTARIO
60,CONMUTADOR SIMPLE 10A 125/250V BL VETO,U,2.32,2.60,0,INVENTARIO
61,CONMUTADOR DOBLE 10A 125/250V BL VETO,U,3.84,4.30,0,INVENTARIO
62,PULSADOR TIMBRE 10A 125/250V BL VETO,U,2.50,2.80,0,INVENTARIO
63,PULSADOR TIMBRE SOBREP. 10A 125/250V BL VETO CLICK,U,1.34,1.50,0,INVENTARIO
64,BREAKER CAJA MOLDEADA FIJO EZC100H 2 POLOS 40A,U,66.64,74.64,0,CATALOGO
65,DIMMER SIMPLE 200W BL VETO,U,11.12,12.45,0,INVENTARIO
66,SENSOR MOV. 180 GRADOS 12M SOBREP. MAVIJU,U,7.28,8.15,0,INVENTARIO
67,SENSOR MOV. 360 GRADOS 6M SOBREP. SYLVANIA,U,5.89,6.60,0,INVENTARIO
68,BOTONERA ON/OFF 3P 15A CAMSCO,U,5.71,6.40,0,INVENTARIO
69,BOTONERA ON/OFF 3P 30A CAMSCO,U,6.70,7.50,0,INVENTARIO
70,FOTOCELULA JL-205C 120V/277V 8A/5A 1000W MAVIJU,U,6.70,7.50,0,INVENTARIO
71,BREAKER CAJA MOLDEADA FIJO EZC100H 2 POLOS 50A,U,66.64,74.64,0,CATALOGO
72,BREAKER CAJA MOLDEADA FIJO EZC100H 2 POLOS 60A,U,66.64,74.64,0,CATALOGO
73,BREAKER CAJA MOLDEADA FIJO EZC100H 2 POLOS 75A,U,78.53,87.95,0,CATALOGO
74,BREAKER CAJA MOLDEADA FIJO EZC100H 2 POLOS 80A,U,78.53,87.95,0,CATALOGO
75,BREAKER CAJA MOLDEADA FIJO EZC100H 2 POLOS 100A,U,78.53,87.95,0,CATALOGO
76,BREAKER CAJA MOLDEADA FIJO EZC100H 3 POLOS 15A,U,117.74,131.87,0,CATALOGO
77,BREAKER CAJA MOLDEADA FIJO EZC100H 3 POLOS 20A,U,117.74,131.87,0,CATALOGO
78,FUSIBLE SOLAR PV DC 25A (10X38),U,3.80,4.26,0,CATALOGO
79,BREAKER CAJA MOLDEADA FIJO EZC100H 3 POLOS 30A,U,117.74,131.87,0,CATALOGO
80,BREAKER CAJA MOLDEADA FIJO EZC100H 3 POLOS 40A,U,117.74,131.87,0,CATALOGO
81,BREAKER CAJA MOLDEADA FIJO EZC100H 3 POLOS 50A,U,117.74,131.87,0,CATALOGO
82,BREAKER CAJA MOLDEADA FIJO EZC100H 3 POLOS 60A,U,129.43,144.96,0,CATALOGO
83,BREAKER CAJA MOLDEADA FIJO EZC100H 3 POLOS 75A,U,129.43,144.96,0,CATALOGO
84,BREAKER CAJA MOLDEADA FIJO EZC100H 3 POLOS 80A,U,129.43,,0,CATALOGO
85,BREAKER CAJA MOLDEADA FIJO EZC100H 3 POLOS 100A,U,129.43,0.00,0,CATALOGO
86,BREAKER CAJA MOLDEADA FIJO EZC250H 2 POLOS 100A,U,193.39,0.00,0,CATALOGO
87,BREAKER CAJA MOLDEADA FIJO EZC250H 2 POLOS 125A,U,208.49,0.00,0,CATALOGO
88,BREAKER CAJA MOLDEADA FIJO EZC250H 2 POLOS 150A,U,206.78,0.00,0,CATALOGO
89,FUSIBLE SOLAR PV DC 32A (10X38),U,3.80,0.00,0,CATALOGO
90,BREAKER CAJA MOLDEADA FIJO EZC250H 2 POLOS 160A,U,193.39,0.00,0,CATALOGO
91,BREAKER CAJA MOLDEADA FIJO EZC250H 2 POLOS 175A,U,217.07,0.00,0,CATALOGO
92,BREAKER CAJA MOLDEADA FIJO EZC250H 2 POLOS 200A,U,0.00,0.00,0,CATALOGO
